時間,縣市,鄉鎮,天氣,氣溫(°C),濕度(%)
2025-08-05 06:38:01,花蓮縣,秀林鄉,陰,25.3,99
2025-08-05 06:38:01,花蓮縣,鳳林鎮,陰,26.2,97
2025-08-05 06:38:01,花蓮縣,光復鄉,陰,31.6,72
2025-08-05 06:38:01,花蓮縣,萬榮鄉,陰,29.2,80
2025-08-05 06:38:01,花蓮縣,壽豐鄉,陰,27.1,89
2025-08-05 06:38:01,花蓮縣,壽豐鄉,陰,29.8,76
2025-08-05 06:38:01,花蓮縣,豐濱鄉,陰,29.2,83
2025-08-05 06:38:01,花蓮縣,壽豐鄉,陰,28.9,83
2025-08-05 06:38:01,花蓮縣,豐濱鄉,陰,31.2,72
2025-08-05 06:38:01,花蓮縣,富里鄉,陰,32.0,71
2025-08-05 06:38:01,花蓮縣,玉里鎮,陰,33.8,60
2025-08-05 06:38:01,花蓮縣,瑞穗鄉,陰,32.7,63
2025-08-05 06:38:01,花蓮縣,卓溪鄉,陰,26.7,97
2025-08-05 06:38:01,花蓮縣,光復鄉,陰,29.7,77
2025-08-05 06:38:01,花蓮縣,吉安鄉,陰,29.8,83
2025-08-05 06:38:01,花蓮縣,鳳林鎮,陰,30.6,67
2025-08-05 06:38:01,花蓮縣,卓溪鄉,陰,32.7,62
2025-08-05 06:38:01,花蓮縣,新城鄉,陰,30.9,75
2025-08-05 06:38:01,花蓮縣,秀林鄉,陰,29.7,84
2025-08-05 06:38:01,花蓮縣,鳳林鎮,陰,31.6,66
2025-08-05 06:38:01,花蓮縣,瑞穗鄉,陰,31.8,73
2025-08-05 06:38:01,花蓮縣,卓溪鄉,陰,24.0,100
2025-08-05 06:38:01,花蓮縣,壽豐鄉,陰,28.1,83
2025-08-05 06:38:01,花蓮縣,玉里鎮,陰,32.6,65
2025-08-05 06:38:01,花蓮縣,玉里鎮,陰,25.0,85
2025-08-05 06:38:01,花蓮縣,富里鄉,陰,33.1,64
2025-08-05 06:38:01,花蓮縣,秀林鄉,陰,29.6,82
2025-08-05 06:38:01,花蓮縣,卓溪鄉,陰,29.0,69
2025-08-05 06:38:01,花蓮縣,玉里鎮,陰,32.6,69
2025-08-05 06:38:01,花蓮縣,豐濱鄉,陰,30.2,84
2025-08-05 06:38:01,臺東縣,長濱鄉,陰,31.7,77
2025-08-05 06:38:01,臺東縣,東河鄉,陰,31.6,75
2025-08-05 06:38:01,臺東縣,綠島鄉,陰,28.9,85
2025-08-05 06:38:01,臺東縣,海端鄉,陰,28.8,73
2025-08-05 06:38:01,臺東縣,海端鄉,多雲,20.3,86
2025-08-05 06:38:01,臺東縣,海端鄉,陰,22.1,92
2025-08-05 06:38:01,臺東縣,池上鄉,陰,32.2,69
2025-08-05 06:38:01,臺東縣,鹿野鄉,多雲,31.6,72
2025-08-05 06:38:01,臺東縣,關山鎮,陰,33.4,66
2025-08-05 06:38:01,臺東縣,達仁鄉,陰,33.4,58
2025-08-05 06:38:01,臺東縣,太麻里鄉,陰,30.2,69
2025-08-05 06:38:01,臺東縣,達仁鄉,陰,32.6,64
2025-08-05 06:38:01,臺東縣,太麻里鄉,陰,30.6,80
2025-08-05 06:38:01,臺東縣,太麻里鄉,多雲,31.2,72
2025-08-05 06:38:01,臺東縣,卑南鄉,多雲,30.4,80
2025-08-05 06:38:01,花蓮縣,富里鄉,陰,32.8,62
2025-08-05 06:38:01,桃園市,中壢區,陰有雷,30.4,71
2025-08-05 06:38:01,臺南市,柳營區,陰,30.8,71
2025-08-05 06:38:01,新竹縣,關西鎮,陰,29.4,77
2025-08-05 06:38:01,嘉義縣,阿里山鄉,陰,29.6,74
2025-08-05 06:38:01,彰化縣,永靖鄉,陰,32.4,64
2025-08-05 06:38:01,彰化縣,竹塘鄉,陰,31.0,75
2025-08-05 06:38:01,雲林縣,東勢鄉,陰,29.6,88
2025-08-05 06:38:01,屏東縣,車城鄉,陰,31.6,77
2025-08-05 06:38:01,屏東縣,春日鄉,陰,18.8,100
2025-08-05 06:38:01,屏東縣,枋山鄉,陰,30.6,84
2025-08-05 06:38:01,屏東縣,枋寮鄉,陰,30.1,86
2025-08-05 06:38:01,屏東縣,枋山鄉,陰,29.2,84
2025-08-05 06:38:01,屏東縣,滿州鄉,陰,27.4,87
2025-08-05 06:38:01,屏東縣,牡丹鄉,陰,28.5,82
2025-08-05 06:38:01,屏東縣,滿州鄉,陰,30.5,77
2025-08-05 06:38:01,屏東縣,恆春鎮,陰,28.8,88
2025-08-05 06:38:01,屏東縣,牡丹鄉,陰,30.3,72
2025-08-05 06:38:01,屏東縣,恆春鎮,陰,31.2,81
2025-08-05 06:38:01,屏東縣,恆春鎮,陰,29.6,92
2025-08-05 06:38:01,屏東縣,牡丹鄉,陰,25.0,98
2025-08-05 06:38:01,屏東縣,恆春鎮,陰,30.9,85
2025-08-05 06:38:01,屏東縣,恆春鎮,陰,30.5,84
2025-08-05 06:38:01,屏東縣,獅子鄉,陰,29.5,86
2025-08-05 06:38:01,宜蘭縣,南澳鄉,陰,30.6,80
2025-08-05 06:38:01,宜蘭縣,南澳鄉,陰,29.6,85
2025-08-05 06:38:01,花蓮縣,秀林鄉,陰,30.1,77
2025-08-05 06:38:01,宜蘭縣,大同鄉,陰,18.9,98
2025-08-05 06:38:01,花蓮縣,秀林鄉,陰,26.8,89
2025-08-05 06:38:01,花蓮縣,秀林鄉,陰,29.4,81
2025-08-05 06:38:01,宜蘭縣,南澳鄉,陰,27.8,82
2025-08-05 06:38:01,宜蘭縣,頭城鎮,陰有雷,25.0,100
2025-08-05 06:38:01,宜蘭縣,南澳鄉,陰,25.0,92
2025-08-05 06:38:01,宜蘭縣,南澳鄉,陰,22.5,100
2025-08-05 06:38:01,新北市,烏來區,陰有雷雨,24.7,98
2025-08-05 06:38:01,宜蘭縣,大同鄉,陰有雷雨,19.9,97
2025-08-05 06:38:01,宜蘭縣,大同鄉,陰,22.1,98
2025-08-05 06:38:01,宜蘭縣,大同鄉,陰有雷,29.4,78
2025-08-05 06:38:01,宜蘭縣,員山鄉,陰有雷,30.1,80
2025-08-05 06:38:01,桃園市,蘆竹區,陰有雷,30.1,76
2025-08-05 06:38:01,新竹縣,橫山鄉,陰,28.6,81
2025-08-05 06:38:01,新竹縣,新豐鄉,陰,28.2,87
2025-08-05 06:38:01,桃園市,觀音區,陰有雷,29.2,78
2025-08-05 06:38:01,新竹縣,五峰鄉,陰,19.6,92
2025-08-05 06:38:01,新竹縣,竹東鎮,陰,30.4,74
2025-08-05 06:38:01,桃園市,平鎮區,陰有雷,29.4,77
2025-08-05 06:38:01,桃園市,大溪區,陰有雷,29.0,76
2025-08-05 06:38:01,苗栗縣,頭份市,陰,31.4,71
2025-08-05 06:38:01,新竹縣,寶山鄉,陰,28.9,84
2025-08-05 06:38:01,苗栗縣,獅潭鄉,陰,30.3,74
2025-08-05 06:38:01,桃園市,楊梅區,陰,29.8,73
2025-08-05 06:38:01,新竹縣,湖口鄉,陰,29.3,77
2025-08-05 06:38:01,桃園市,龍潭區,陰有雷,28.9,75
2025-08-05 06:38:01,新竹市,東區,陰,29.3,78
2025-08-05 06:38:01,苗栗縣,三灣鄉,陰,28.1,-99
2025-08-05 06:38:01,臺中市,和平區,陰,12.5,92
2025-08-05 06:38:01,臺中市,和平區,陰,-99,-99
2025-08-05 06:38:01,臺中市,和平區,陰,-99,-99
2025-08-05 06:38:01,桃園市,龜山區,陰有雷,25.3,91
2025-08-05 06:38:01,臺中市,和平區,陰,14.6,85
2025-08-05 06:38:01,臺中市,和平區,陰,10.4,89
2025-08-05 06:38:01,苗栗縣,苗栗市,陰,30.2,72
2025-08-05 06:38:01,苗栗縣,銅鑼鄉,陰,28.6,79
2025-08-05 06:38:01,苗栗縣,西湖鄉,陰,30.1,81
2025-08-05 06:38:01,臺中市,大安區,陰,29.6,80
2025-08-05 06:38:01,臺中市,后里區,陰,30.0,74
2025-08-05 06:38:01,臺中市,豐原區,陰,30.7,75
2025-08-05 06:38:01,臺中市,潭子區,陰,29.8,79
2025-08-05 06:38:01,臺中市,清水區,陰,30.1,78
2025-08-05 06:38:01,臺中市,外埔區,陰,29.9,80
2025-08-05 06:38:01,臺中市,龍井區,陰,29.4,83
2025-08-05 06:38:01,彰化縣,伸港鄉,陰,29.4,82
2025-08-05 06:38:01,苗栗縣,苑裡鎮,陰,30.0,78
2025-08-05 06:38:01,臺中市,石岡區,陰,28.4,84
2025-08-05 06:38:01,臺中市,和平區,陰,26.0,92
2025-08-05 06:38:01,南投縣,魚池鄉,陰,28.6,75
2025-08-05 06:38:01,南投縣,國姓鄉,陰有雨,28.9,86
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,26.6,68
2025-08-05 06:38:01,南投縣,水里鄉,陰,29.3,78
2025-08-05 06:38:01,南投縣,集集鎮,陰,27.9,94
2025-08-05 06:38:01,南投縣,名間鄉,陰,30.9,75
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,23.7,84
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,21.7,75
2025-08-05 06:38:01,南投縣,信義鄉,-99,8.5,79
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,11.9,96
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,10.5,99
2025-08-05 06:38:01,臺中市,大里區,陰,31.9,76
2025-08-05 06:38:01,臺中市,烏日區,陰,31.1,72
2025-08-05 06:38:01,臺中市,西屯區,陰,30.5,73
2025-08-05 06:38:01,臺中市,南屯區,陰,30.6,75
2025-08-05 06:38:01,彰化縣,福興鄉,陰,30.8,74
2025-08-05 06:38:01,彰化縣,秀水鄉,陰,31.5,81
2025-08-05 06:38:01,彰化縣,埔鹽鄉,陰,30.6,77
2025-08-05 06:38:01,彰化縣,埔心鄉,陰,31.9,72
2025-08-05 06:38:01,彰化縣,田尾鄉,陰,33.3,76
2025-08-05 06:38:01,彰化縣,埤頭鄉,陰,30.4,95
2025-08-05 06:38:01,彰化縣,社頭鄉,陰,32.2,78
2025-08-05 06:38:01,彰化縣,二水鄉,陰,32.6,80
2025-08-05 06:38:01,苗栗縣,造橋鄉,陰,-99,-99
2025-08-05 06:38:01,新竹縣,尖石鄉,陰有雷,26.5,86
2025-08-05 06:38:01,新北市,坪林區,陰有雷雨,24.7,94
2025-08-05 06:38:01,新北市,雙溪區,陰有雷,26.7,94
2025-08-05 06:38:01,新竹縣,峨眉鄉,陰,29.6,87
2025-08-05 06:38:01,苗栗縣,竹南鎮,陰,30.7,79
2025-08-05 06:38:01,苗栗縣,南庄鄉,陰,29.2,77
2025-08-05 06:38:01,新北市,汐止區,陰有雷雨,23.2,95
2025-08-05 06:38:01,新北市,汐止區,陰有雷雨,27.8,93
2025-08-05 06:38:01,新北市,三峽區,陰有雷,29.3,80
2025-08-05 06:38:01,臺北市,信義區,陰有雷雨,26.6,88
2025-08-05 06:38:01,臺北市,文山區,陰有雷雨,26.0,95
2025-08-05 06:38:01,新北市,新莊區,陰有雷雨,26.1,92
2025-08-05 06:38:01,新北市,樹林區,陰有雷,28.1,87
2025-08-05 06:38:01,新北市,烏來區,陰有雷雨,23.9,92
2025-08-05 06:38:01,新北市,雙溪區,陰有雷,29.8,88
2025-08-05 06:38:01,宜蘭縣,大同鄉,陰,16.6,82
2025-08-05 06:38:01,新北市,瑞芳區,陰有雷,30.0,88
2025-08-05 06:38:01,新北市,萬里區,陰有雷雨,25.4,95
2025-08-05 06:38:01,新北市,金山區,陰有雷雨,25.8,95
2025-08-05 06:38:01,新北市,金山區,陰有雷雨,26.3,97
2025-08-05 06:38:01,新北市,石碇區,陰有雷雨,26.3,99
2025-08-05 06:38:01,桃園市,復興區,陰有雷,23.5,85
2025-08-05 06:38:01,桃園市,桃園區,陰有雷,28.2,77
2025-08-05 06:38:01,桃園市,八德區,陰有雷,29.0,74
2025-08-05 06:38:01,臺北市,內湖區,陰有雷雨,27.4,92
2025-08-05 06:38:01,新北市,中和區,陰有雷雨,24.9,100
2025-08-05 06:38:01,基隆市,暖暖區,陰有雷雨,28.5,93
2025-08-05 06:38:01,臺北市,士林區,陰有雷雨,25.5,91
2025-08-05 06:38:01,臺北市,士林區,陰有雷雨,27.8,90
2025-08-05 06:38:01,臺北市,北投區,陰有雷雨,23.1,100
2025-08-05 06:38:01,新北市,八里區,陰有雷,30.3,82
2025-08-05 06:38:01,新北市,蘆洲區,陰有雷雨,27.6,92
2025-08-05 06:38:01,新北市,土城區,陰有雷雨,25.9,90
2025-08-05 06:38:01,新北市,鶯歌區,陰有雷,28.1,91
2025-08-05 06:38:01,新北市,永和區,陰有雷雨,25.8,92
2025-08-05 06:38:01,新北市,瑞芳區,陰有雷雨,24.7,95
2025-08-05 06:38:01,臺北市,士林區,陰有雷雨,23.8,99
2025-08-05 06:38:01,新北市,林口區,陰有雷,26.8,96
2025-08-05 06:38:01,新北市,深坑區,陰有雷,-99,-99
2025-08-05 06:38:01,基隆市,七堵區,陰有雷雨,29.4,94
2025-08-05 06:38:01,新北市,五股區,陰有雷雨,-99,-99
2025-08-05 06:38:01,新北市,新店區,陰有雷雨,26.4,93
2025-08-05 06:38:01,新北市,三重區,陰有雷雨,26.9,99
2025-08-05 06:38:01,臺北市,北投區,陰有雷雨,27.4,91
2025-08-05 06:38:01,臺東縣,金峰鄉,多雲,30.4,69
2025-08-05 06:38:01,臺東縣,延平鄉,多雲,31.6,69
2025-08-05 06:38:01,臺東縣,長濱鄉,陰,34.0,70
2025-08-05 06:38:01,臺東縣,東河鄉,陰,31.1,66
2025-08-05 06:38:01,臺東縣,臺東市,多雲,31.8,75
2025-08-05 06:38:01,臺東縣,太麻里鄉,多雲,30.1,75
2025-08-05 06:38:01,臺東縣,大武鄉,陰,33.7,55
2025-08-05 06:38:01,臺東縣,達仁鄉,陰,26.8,73
2025-08-05 06:38:01,臺東縣,大武鄉,陰,29.7,69
2025-08-05 06:38:01,臺東縣,太麻里鄉,陰,28.8,80
2025-08-05 06:38:01,臺東縣,卑南鄉,多雲,30.9,76
2025-08-05 06:38:01,臺東縣,太麻里鄉,陰,28.3,73
2025-08-05 06:38:01,臺東縣,成功鎮,陰,31.0,68
2025-08-05 06:38:01,臺東縣,鹿野鄉,陰,33.8,60
2025-08-05 06:38:01,臺東縣,達仁鄉,陰,25.6,91
2025-08-05 06:38:01,屏東縣,牡丹鄉,陰,26.9,89
2025-08-05 06:38:01,屏東縣,牡丹鄉,陰,27.7,85
2025-08-05 06:38:01,屏東縣,來義鄉,陰,26.7,91
2025-08-05 06:38:01,屏東縣,獅子鄉,陰,30.3,86
2025-08-05 06:38:01,屏東縣,獅子鄉,陰,29.4,81
2025-08-05 06:38:01,屏東縣,滿州鄉,陰,29.9,75
2025-08-05 06:38:01,屏東縣,滿州鄉,陰,31.0,74
2025-08-05 06:38:01,屏東縣,車城鄉,陰,29.1,84
2025-08-05 06:38:01,屏東縣,滿州鄉,陰,28.3,91
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,11.1,100
2025-08-05 06:38:01,臺中市,北屯區,陰,30.9,76
2025-08-05 06:38:01,彰化縣,溪湖鎮,陰,32.2,76
2025-08-05 06:38:01,彰化縣,員林市,陰,33.2,68
2025-08-05 06:38:01,南投縣,草屯鎮,陰,-99,-99
2025-08-05 06:38:01,彰化縣,芬園鄉,陰,31.1,82
2025-08-05 06:38:01,新竹縣,新埔鎮,陰,28.0,78
2025-08-05 06:38:01,臺中市,東勢區,陰,29.8,76
2025-08-05 06:38:01,南投縣,竹山鎮,陰,31.2,76
2025-08-05 06:38:01,苗栗縣,泰安鄉,陰有雨,23.9,95
2025-08-05 06:38:01,苗栗縣,頭屋鄉,陰,30.4,74
2025-08-05 06:38:01,苗栗縣,通霄鎮,陰,30.6,78
2025-08-05 06:38:01,臺中市,神岡區,陰,29.7,76
2025-08-05 06:38:01,苗栗縣,卓蘭鎮,陰有雨,-99,-99
2025-08-05 06:38:01,臺中市,新社區,陰,27.3,88
2025-08-05 06:38:01,南投縣,埔里鎮,陰,29.7,72
2025-08-05 06:38:01,南投縣,信義鄉,陰,28.4,79
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,13.7,100
2025-08-05 06:38:01,南投縣,仁愛鄉,陰,26.2,73
2025-08-05 06:38:01,花蓮縣,秀林鄉,陰,16.6,77
2025-08-05 06:38:01,南投縣,信義鄉,多雲,22.3,90
2025-08-05 06:38:01,臺中市,大雅區,陰,29.0,80
2025-08-05 06:38:01,南投縣,南投市,陰,32.0,72
2025-08-05 06:38:01,彰化縣,花壇鄉,陰,30.8,80
2025-08-05 06:38:01,彰化縣,線西鄉,陰,29.2,84
2025-08-05 06:38:01,臺中市,霧峰區,陰,31.6,72
2025-08-05 06:38:01,雲林縣,崙背鄉,陰,29.6,81
2025-08-05 06:38:01,嘉義縣,竹崎鄉,陰,22.7,97
2025-08-05 06:38:01,雲林縣,虎尾鎮,陰,30.7,80
2025-08-05 06:38:01,雲林縣,四湖鄉,陰,29.5,84
2025-08-05 06:38:01,雲林縣,口湖鄉,陰,29.0,87
2025-08-05 06:38:01,臺南市,下營區,陰,30.3,76
2025-08-05 06:38:01,嘉義縣,義竹鄉,陰,29.7,83
2025-08-05 06:38:01,臺南市,東山區,陰,30.4,68
2025-08-05 06:38:01,臺南市,佳里區,陰,28.3,99
2025-08-05 06:38:01,彰化縣,二林鎮,陰,30.2,83
2025-08-05 06:38:01,臺南市,白河區,陰,30.6,73
2025-08-05 06:38:01,嘉義縣,番路鄉,陰,30.1,73
2025-08-05 06:38:01,臺南市,新營區,陰,30.4,78
2025-08-05 06:38:01,臺南市,將軍區,陰,29.2,-99
2025-08-05 06:38:01,雲林縣,褒忠鄉,陰,29.5,83
2025-08-05 06:38:01,嘉義縣,溪口鄉,陰,30.2,74
2025-08-05 06:38:01,雲林縣,二崙鄉,陰,30.1,77
2025-08-05 06:38:01,嘉義縣,竹崎鄉,陰,31.1,71
2025-08-05 06:38:01,嘉義縣,中埔鄉,陰,29.9,73
