時間,縣市,鄉鎮,天氣,氣溫(°C),濕度(%)
2025-08-05 05:49:28,基隆市,中正區,陰有雷,28.7,100
2025-08-05 05:49:28,臺東縣,蘭嶼鄉,陰,29.8,88
2025-08-05 05:49:28,臺東縣,蘭嶼鄉,陰,27.8,94
2025-08-05 05:49:28,新北市,石門區,陰有雷,30.5,82
2025-08-05 05:49:28,高雄市,甲仙區,陰,30.6,78
2025-08-05 05:49:28,桃園市,大溪區,陰有雷,30.8,72
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰有雷,27.6,85
2025-08-05 05:49:28,宜蘭縣,五結鄉,陰,30.9,77
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰,20.0,99
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰,26.8,77
2025-08-05 05:49:28,宜蘭縣,員山鄉,陰有雷,27.2,90
2025-08-05 05:49:28,宜蘭縣,頭城鎮,陰有雷,30.9,82
2025-08-05 05:49:28,宜蘭縣,礁溪鄉,陰有雷,27.2,90
2025-08-05 05:49:28,宜蘭縣,三星鄉,陰有雷,30.8,74
2025-08-05 05:49:28,宜蘭縣,員山鄉,陰有雷,31.2,77
2025-08-05 05:49:28,宜蘭縣,冬山鄉,陰,31.2,77
2025-08-05 05:49:28,宜蘭縣,礁溪鄉,陰有雷,31.9,73
2025-08-05 05:49:28,宜蘭縣,頭城鎮,陰,27.2,90
2025-08-05 05:49:28,新北市,貢寮區,陰,31.7,77
2025-08-05 05:49:28,宜蘭縣,羅東鎮,陰,32.6,75
2025-08-05 05:49:28,宜蘭縣,頭城鎮,陰有雷,23.7,87
2025-08-05 05:49:28,宜蘭縣,壯圍鄉,陰有雷,31.3,76
2025-08-05 05:49:28,宜蘭縣,頭城鎮,陰有雷,27.8,89
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,30.1,66
2025-08-05 05:49:28,花蓮縣,壽豐鄉,陰,33.4,67
2025-08-05 05:49:28,花蓮縣,壽豐鄉,陰,30.1,78
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,25.9,95
2025-08-05 05:49:28,花蓮縣,鳳林鎮,陰,28.5,88
2025-08-05 05:49:28,花蓮縣,光復鄉,陰,32.5,69
2025-08-05 05:49:28,花蓮縣,萬榮鄉,陰,31.1,75
2025-08-05 05:49:28,花蓮縣,壽豐鄉,陰,28.6,79
2025-08-05 05:49:28,花蓮縣,壽豐鄉,陰,28.8,81
2025-08-05 05:49:28,花蓮縣,豐濱鄉,陰,32.1,53
2025-08-05 05:49:28,花蓮縣,壽豐鄉,陰,31.2,75
2025-08-05 05:49:28,花蓮縣,豐濱鄉,陰,30.8,74
2025-08-05 05:49:28,花蓮縣,富里鄉,陰,31.8,71
2025-08-05 05:49:28,花蓮縣,玉里鎮,陰,32.8,63
2025-08-05 05:49:28,花蓮縣,瑞穗鄉,陰,32.4,68
2025-08-05 05:49:28,花蓮縣,卓溪鄉,多雲,26.8,94
2025-08-05 05:49:28,花蓮縣,光復鄉,陰,32.0,69
2025-08-05 05:49:28,花蓮縣,吉安鄉,陰,29.2,88
2025-08-05 05:49:28,花蓮縣,鳳林鎮,陰,31.5,65
2025-08-05 05:49:28,花蓮縣,卓溪鄉,陰,33.4,58
2025-08-05 05:49:28,花蓮縣,新城鄉,陰,30.7,78
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,29.4,86
2025-08-05 05:49:28,花蓮縣,鳳林鎮,陰,32.4,63
2025-08-05 05:49:28,花蓮縣,瑞穗鄉,陰,32.8,68
2025-08-05 05:49:28,花蓮縣,卓溪鄉,陰,23.8,100
2025-08-05 05:49:28,花蓮縣,壽豐鄉,陰,29.3,74
2025-08-05 05:49:28,花蓮縣,玉里鎮,陰,34.2,61
2025-08-05 05:49:28,花蓮縣,玉里鎮,陰,26.8,82
2025-08-05 05:49:28,花蓮縣,富里鄉,陰,32.5,65
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,29.4,84
2025-08-05 05:49:28,花蓮縣,卓溪鄉,多雲,30.4,64
2025-08-05 05:49:28,花蓮縣,玉里鎮,陰,33.1,68
2025-08-05 05:49:28,花蓮縣,豐濱鄉,陰,29.8,85
2025-08-05 05:49:28,臺東縣,長濱鄉,陰,31.6,74
2025-08-05 05:49:28,臺東縣,東河鄉,陰,31.8,74
2025-08-05 05:49:28,臺東縣,綠島鄉,陰,29.1,84
2025-08-05 05:49:28,臺東縣,海端鄉,陰,29.0,73
2025-08-05 05:49:28,臺東縣,海端鄉,多雲,20.5,77
2025-08-05 05:49:28,臺東縣,海端鄉,陰,25.4,77
2025-08-05 05:49:28,臺東縣,池上鄉,陰,33.9,65
2025-08-05 05:49:28,臺東縣,鹿野鄉,陰,31.6,74
2025-08-05 05:49:28,臺東縣,關山鎮,陰,34.8,61
2025-08-05 05:49:28,臺東縣,達仁鄉,陰,33.9,58
2025-08-05 05:49:28,臺東縣,太麻里鄉,陰,31.5,65
2025-08-05 05:49:28,臺東縣,達仁鄉,陰,32.8,66
2025-08-05 05:49:28,臺東縣,太麻里鄉,陰,31.2,75
2025-08-05 05:49:28,臺東縣,太麻里鄉,陰,31.7,70
2025-08-05 05:49:28,臺東縣,卑南鄉,陰,30.1,78
2025-08-05 05:49:28,花蓮縣,富里鄉,陰,32.3,61
2025-08-05 05:49:28,桃園市,中壢區,陰有雷,31.1,66
2025-08-05 05:49:28,臺南市,柳營區,陰,30.6,73
2025-08-05 05:49:28,新竹縣,關西鎮,陰有雷,29.9,75
2025-08-05 05:49:28,嘉義縣,阿里山鄉,陰,29.5,76
2025-08-05 05:49:28,彰化縣,永靖鄉,陰,31.6,68
2025-08-05 05:49:28,彰化縣,竹塘鄉,陰,30.2,78
2025-08-05 05:49:28,雲林縣,東勢鄉,陰,29.1,92
2025-08-05 05:49:28,屏東縣,車城鄉,陰,31.7,78
2025-08-05 05:49:28,屏東縣,春日鄉,陰,18.6,100
2025-08-05 05:49:28,屏東縣,枋山鄉,陰,30.1,83
2025-08-05 05:49:28,屏東縣,枋寮鄉,陰,29.6,88
2025-08-05 05:49:28,屏東縣,枋山鄉,陰,28.7,87
2025-08-05 05:49:28,屏東縣,滿州鄉,陰,27.8,86
2025-08-05 05:49:28,屏東縣,牡丹鄉,陰,29.5,80
2025-08-05 05:49:28,屏東縣,滿州鄉,陰,30.4,80
2025-08-05 05:49:28,屏東縣,恆春鎮,陰,28.7,89
2025-08-05 05:49:28,屏東縣,牡丹鄉,陰,29.8,76
2025-08-05 05:49:28,屏東縣,恆春鎮,陰,30.9,82
2025-08-05 05:49:28,屏東縣,恆春鎮,陰,29.5,92
2025-08-05 05:49:28,屏東縣,牡丹鄉,陰,24.9,99
2025-08-05 05:49:28,屏東縣,恆春鎮,陰,30.6,96
2025-08-05 05:49:28,屏東縣,恆春鎮,陰,30.3,88
2025-08-05 05:49:28,屏東縣,獅子鄉,陰,29.4,88
2025-08-05 05:49:28,宜蘭縣,南澳鄉,陰,32.0,74
2025-08-05 05:49:28,宜蘭縣,南澳鄉,陰,30.1,86
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,31.5,73
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰,19.7,94
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,27.8,81
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,29.6,80
2025-08-05 05:49:28,宜蘭縣,南澳鄉,陰,26.0,89
2025-08-05 05:49:28,宜蘭縣,頭城鎮,陰有雷,26.6,94
2025-08-05 05:49:28,宜蘭縣,南澳鄉,陰,26.7,88
2025-08-05 05:49:28,宜蘭縣,南澳鄉,陰,24.1,96
2025-08-05 05:49:28,新北市,烏來區,陰有雷,26.3,90
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰有雨,20.6,96
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰,22.1,97
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰,30.4,71
2025-08-05 05:49:28,宜蘭縣,員山鄉,陰有雷,31.6,76
2025-08-05 05:49:28,桃園市,蘆竹區,陰有雷,31.1,71
2025-08-05 05:49:28,新竹縣,橫山鄉,陰,29.7,76
2025-08-05 05:49:28,新竹縣,新豐鄉,陰,29.2,82
2025-08-05 05:49:28,桃園市,觀音區,陰,30.5,71
2025-08-05 05:49:28,新竹縣,五峰鄉,陰,21.7,80
2025-08-05 05:49:28,新竹縣,竹東鎮,陰,31.9,68
2025-08-05 05:49:28,桃園市,平鎮區,陰有雷,30.3,71
2025-08-05 05:49:28,桃園市,大溪區,陰有雷,29.8,71
2025-08-05 05:49:28,苗栗縣,頭份市,陰,32.1,67
2025-08-05 05:49:28,新竹縣,寶山鄉,陰,29.7,78
2025-08-05 05:49:28,苗栗縣,獅潭鄉,陰,30.9,69
2025-08-05 05:49:28,桃園市,楊梅區,陰有雷,30.4,69
2025-08-05 05:49:28,新竹縣,湖口鄉,陰,30.2,73
2025-08-05 05:49:28,桃園市,龍潭區,陰有雷,29.8,70
2025-08-05 05:49:28,新竹市,東區,陰,30.3,69
2025-08-05 05:49:28,苗栗縣,三灣鄉,陰,28.6,-99
2025-08-05 05:49:28,臺中市,和平區,陰,12.2,97
2025-08-05 05:49:28,臺中市,和平區,陰,11.9,99
2025-08-05 05:49:28,臺中市,和平區,陰,-99,-99
2025-08-05 05:49:28,桃園市,龜山區,陰有雷,29.8,73
2025-08-05 05:49:28,臺中市,和平區,陰,15.2,84
2025-08-05 05:49:28,臺中市,和平區,陰,8.6,100
2025-08-05 05:49:28,苗栗縣,苗栗市,陰,30.8,70
2025-08-05 05:49:28,苗栗縣,銅鑼鄉,陰,28.9,78
2025-08-05 05:49:28,苗栗縣,西湖鄉,陰,31.7,75
2025-08-05 05:49:28,臺中市,大安區,陰,29.8,80
2025-08-05 05:49:28,臺中市,后里區,陰,29.4,80
2025-08-05 05:49:28,臺中市,豐原區,陰有雨,30.2,80
2025-08-05 05:49:28,臺中市,潭子區,陰,29.2,82
2025-08-05 05:49:28,臺中市,清水區,陰,29.8,81
2025-08-05 05:49:28,臺中市,外埔區,陰,29.4,80
2025-08-05 05:49:28,臺中市,龍井區,陰,29.3,84
2025-08-05 05:49:28,彰化縣,伸港鄉,陰,28.5,86
2025-08-05 05:49:28,苗栗縣,苑裡鎮,陰,30.3,78
2025-08-05 05:49:28,臺中市,石岡區,陰,28.5,85
2025-08-05 05:49:28,臺中市,和平區,陰,24.9,93
2025-08-05 05:49:28,南投縣,魚池鄉,陰,29.9,64
2025-08-05 05:49:28,南投縣,國姓鄉,陰,28.3,88
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,26.4,74
2025-08-05 05:49:28,南投縣,水里鄉,陰,29.3,79
2025-08-05 05:49:28,南投縣,集集鎮,陰,30.3,76
2025-08-05 05:49:28,南投縣,名間鄉,陰,30.8,74
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,21.1,92
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,20.1,82
2025-08-05 05:49:28,南投縣,信義鄉,-99,8.7,61
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,12.1,99
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,10.4,99
2025-08-05 05:49:28,臺中市,大里區,陰,31.5,78
2025-08-05 05:49:28,臺中市,烏日區,陰,30.4,74
2025-08-05 05:49:28,臺中市,西屯區,陰,29.8,77
2025-08-05 05:49:28,臺中市,南屯區,陰,30.1,78
2025-08-05 05:49:28,彰化縣,福興鄉,陰,29.5,84
2025-08-05 05:49:28,彰化縣,秀水鄉,陰,31.2,81
2025-08-05 05:49:28,彰化縣,埔鹽鄉,陰有雨,29.1,85
2025-08-05 05:49:28,彰化縣,埔心鄉,陰,31.4,75
2025-08-05 05:49:28,彰化縣,田尾鄉,陰,31.7,81
2025-08-05 05:49:28,彰化縣,埤頭鄉,陰,30.2,95
2025-08-05 05:49:28,彰化縣,社頭鄉,陰,32.3,79
2025-08-05 05:49:28,彰化縣,二水鄉,陰,-99,-99
2025-08-05 05:49:28,苗栗縣,造橋鄉,陰,-99,-99
2025-08-05 05:49:28,新竹縣,尖石鄉,陰,27.5,80
2025-08-05 05:49:28,新北市,坪林區,陰有雷雨,28.6,94
2025-08-05 05:49:28,新北市,雙溪區,陰有雷,28.4,87
2025-08-05 05:49:28,新竹縣,峨眉鄉,陰有雨,30.4,81
2025-08-05 05:49:28,苗栗縣,竹南鎮,陰,31.3,74
2025-08-05 05:49:28,苗栗縣,南庄鄉,陰,30.3,73
2025-08-05 05:49:28,新北市,汐止區,陰有雷雨,-99,-99
2025-08-05 05:49:28,新北市,汐止區,陰有雷雨,30.2,77
2025-08-05 05:49:28,新北市,三峽區,陰有雷,32.8,67
2025-08-05 05:49:28,臺北市,信義區,陰有雷雨,27.4,84
2025-08-05 05:49:28,臺北市,文山區,陰有雷雨,27.8,93
2025-08-05 05:49:28,新北市,新莊區,陰有雷,31.1,67
2025-08-05 05:49:28,新北市,樹林區,陰有雷,31.7,70
2025-08-05 05:49:28,新北市,烏來區,陰有雷雨,23.6,93
2025-08-05 05:49:28,新北市,雙溪區,陰有雷,30.7,85
2025-08-05 05:49:28,宜蘭縣,大同鄉,陰,15.5,89
2025-08-05 05:49:28,新北市,瑞芳區,陰,29.8,91
2025-08-05 05:49:28,新北市,萬里區,陰有雷雨,27.2,93
2025-08-05 05:49:28,新北市,金山區,陰有雷雨,27.5,92
2025-08-05 05:49:28,新北市,金山區,陰有雷雨,28.3,91
2025-08-05 05:49:28,新北市,石碇區,陰有雷雨,-99,-99
2025-08-05 05:49:28,桃園市,復興區,陰有雷,24.3,82
2025-08-05 05:49:28,桃園市,桃園區,陰有雷,32.0,62
2025-08-05 05:49:28,桃園市,八德區,陰有雷,31.2,66
2025-08-05 05:49:28,臺北市,內湖區,陰有雷雨,28.7,95
2025-08-05 05:49:28,新北市,中和區,陰有雷雨,26.5,95
2025-08-05 05:49:28,基隆市,暖暖區,陰有雷,-99,-99
2025-08-05 05:49:28,臺北市,士林區,陰有雷,31.4,69
2025-08-05 05:49:28,臺北市,士林區,陰有雷,32.0,72
2025-08-05 05:49:28,臺北市,北投區,陰有雷,24.2,100
2025-08-05 05:49:28,新北市,八里區,陰有雷,31.1,87
2025-08-05 05:49:28,新北市,蘆洲區,陰有雷,32.4,68
2025-08-05 05:49:28,新北市,土城區,陰有雷,27.8,81
2025-08-05 05:49:28,新北市,鶯歌區,陰有雷,31.8,70
2025-08-05 05:49:28,新北市,永和區,陰有雷雨,28.2,91
2025-08-05 05:49:28,新北市,瑞芳區,陰有雷,25.0,94
2025-08-05 05:49:28,臺北市,士林區,陰有雷,-99,-99
2025-08-05 05:49:28,新北市,林口區,陰有雷,30.9,78
2025-08-05 05:49:28,新北市,深坑區,陰有雷,-99,-99
2025-08-05 05:49:28,基隆市,七堵區,陰有雷,31.3,88
2025-08-05 05:49:28,新北市,五股區,陰有雷,31.1,75
2025-08-05 05:49:28,新北市,新店區,陰有雷雨,26.9,93
2025-08-05 05:49:28,新北市,三重區,陰有雷,30.2,82
2025-08-05 05:49:28,臺北市,北投區,陰有雷,30.5,78
2025-08-05 05:49:28,臺東縣,金峰鄉,陰,31.4,64
2025-08-05 05:49:28,臺東縣,延平鄉,陰,31.2,74
2025-08-05 05:49:28,臺東縣,長濱鄉,陰,33.6,71
2025-08-05 05:49:28,臺東縣,東河鄉,陰,31.3,66
2025-08-05 05:49:28,臺東縣,臺東市,陰,30.8,78
2025-08-05 05:49:28,臺東縣,太麻里鄉,陰,30.7,70
2025-08-05 05:49:28,臺東縣,大武鄉,陰,33.3,62
2025-08-05 05:49:28,臺東縣,達仁鄉,陰,27.0,76
2025-08-05 05:49:28,臺東縣,大武鄉,陰,28.8,71
2025-08-05 05:49:28,臺東縣,太麻里鄉,陰,31.7,73
2025-08-05 05:49:28,臺東縣,卑南鄉,陰,30.5,75
2025-08-05 05:49:28,臺東縣,太麻里鄉,陰,29.8,69
2025-08-05 05:49:28,臺東縣,成功鎮,陰,30.1,71
2025-08-05 05:49:28,臺東縣,鹿野鄉,陰,34.8,54
2025-08-05 05:49:28,臺東縣,達仁鄉,陰,28.1,80
2025-08-05 05:49:28,屏東縣,牡丹鄉,陰,26.6,89
2025-08-05 05:49:28,屏東縣,牡丹鄉,陰,27.8,85
2025-08-05 05:49:28,屏東縣,來義鄉,陰,27.4,95
2025-08-05 05:49:28,屏東縣,獅子鄉,陰,30.7,83
2025-08-05 05:49:28,屏東縣,獅子鄉,陰,29.7,81
2025-08-05 05:49:28,屏東縣,滿州鄉,陰,29.6,78
2025-08-05 05:49:28,屏東縣,滿州鄉,陰,30.2,79
2025-08-05 05:49:28,屏東縣,車城鄉,陰,29.1,86
2025-08-05 05:49:28,屏東縣,滿州鄉,陰,27.9,92
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,-99,-99
2025-08-05 05:49:28,臺中市,北屯區,陰,30.4,79
2025-08-05 05:49:28,彰化縣,溪湖鎮,陰,30.9,79
2025-08-05 05:49:28,彰化縣,員林市,陰,31.1,72
2025-08-05 05:49:28,南投縣,草屯鎮,陰,31.4,71
2025-08-05 05:49:28,彰化縣,芬園鄉,陰,30.6,90
2025-08-05 05:49:28,新竹縣,新埔鎮,陰有雷,29.0,74
2025-08-05 05:49:28,臺中市,東勢區,陰,30.3,72
2025-08-05 05:49:28,南投縣,竹山鎮,陰,31.1,75
2025-08-05 05:49:28,苗栗縣,泰安鄉,陰,25.1,85
2025-08-05 05:49:28,苗栗縣,頭屋鄉,陰,31.2,70
2025-08-05 05:49:28,苗栗縣,通霄鎮,陰,31.3,76
2025-08-05 05:49:28,臺中市,神岡區,陰,28.8,79
2025-08-05 05:49:28,苗栗縣,卓蘭鎮,陰,-99,-99
2025-08-05 05:49:28,臺中市,新社區,陰,28.8,79
2025-08-05 05:49:28,南投縣,埔里鎮,陰,30.2,72
2025-08-05 05:49:28,南投縣,信義鄉,陰,28.2,82
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,12.3,100
2025-08-05 05:49:28,南投縣,仁愛鄉,陰,26.3,74
2025-08-05 05:49:28,花蓮縣,秀林鄉,陰,17.9,75
2025-08-05 05:49:28,南投縣,信義鄉,陰,23.6,89
2025-08-05 05:49:28,臺中市,大雅區,陰,28.6,84
2025-08-05 05:49:28,南投縣,南投市,陰,31.7,72
2025-08-05 05:49:28,彰化縣,花壇鄉,陰,30.3,85
2025-08-05 05:49:28,彰化縣,線西鄉,陰,28.5,85
2025-08-05 05:49:28,臺中市,霧峰區,陰,31.7,72
2025-08-05 05:49:28,雲林縣,崙背鄉,陰,29.3,84
2025-08-05 05:49:28,嘉義縣,竹崎鄉,陰,25.2,87
2025-08-05 05:49:28,雲林縣,虎尾鎮,陰,31.1,80
2025-08-05 05:49:28,雲林縣,四湖鄉,陰,29.1,87
2025-08-05 05:49:28,雲林縣,口湖鄉,陰,28.7,87
2025-08-05 05:49:28,臺南市,下營區,陰,30.0,78
2025-08-05 05:49:28,嘉義縣,義竹鄉,陰,29.6,82
2025-08-05 05:49:28,臺南市,東山區,陰,30.3,70
2025-08-05 05:49:28,臺南市,佳里區,陰,27.9,99
2025-08-05 05:49:28,彰化縣,二林鎮,陰,29.7,84
2025-08-05 05:49:28,臺南市,白河區,陰,30.6,75
2025-08-05 05:49:28,嘉義縣,番路鄉,多雲,31.1,71
2025-08-05 05:49:28,臺南市,新營區,陰,30.3,77
2025-08-05 05:49:28,臺南市,將軍區,陰,29.1,-99
2025-08-05 05:49:28,雲林縣,褒忠鄉,陰,29.0,86
2025-08-05 05:49:28,嘉義縣,溪口鄉,陰,29.9,79
2025-08-05 05:49:28,雲林縣,二崙鄉,陰,30.2,78
2025-08-05 05:49:28,嘉義縣,竹崎鄉,多雲,31.7,69
2025-08-05 05:49:28,嘉義縣,中埔鄉,陰,30.9,71
2025-08-05 05:49:28,臺南市,鹽水區,陰,29.6,82
2025-08-05 05:49:28,臺南市,學甲區,陰,29.4,84
2025-08-05 05:49:28,臺南市,後壁區,陰,30.4,73
